fileName,numFormulae,numVertices,numEdges,numCompVertices,numCompEdges,graphBuildTime,RR-Chain_Comp,RR-Chain_NoComp,RR_Comp,RR_NoComp,RF_Comp,RF_NoComp,FR_Comp,FR_NoComp,FF_Comp,FF_NoComp,RRGapOne_Comp,RRGapOne_NoComp,RRGapTwo_Comp,RRGapTwo_NoComp,RRGapThree_Comp,RRGapThree_NoComp,RRGapFour_Comp,RRGapFour_NoComp,RRGapFive_Comp,RRGapFive_NoComp,RRGapSix_Comp,RRGapSix_NoComp,RRGapSeven_Comp,RRGapSeven_NoComp,NoComp_Comp,NoComp_NoComp
10k_oper_energy.xlsx,18360,36368,18899,179,112,221,6,271,4,17678,0,0,7,474,60,441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,35
01.3.neuralnet_excel.xlsx,92320,273554,183520,7272,4838,4465,30,1120,4804,181200,0,0,0,0,4,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
信息技术服务业景气指数&市场风险预警数据.xlsx,5747,7603,8577,417,301,137,3,99,183,5807,0,0,0,0,43,1352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,72
分解法乘法 C.xlsx,47519,67295,83337,132,110,991,3,65,63,67368,0,0,0,0,17,11919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,27
blocc2.91 18th Feb 01_29.xlsx,5060,17110,14810,116,81,149,6,119,26,14498,0,0,1,40,5,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,43
error-apportionment.xlsx,6872,9445,15446,5784,4718,364,378,875,2367,9040,0,0,0,0,1422,4480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,551,551
jane_tholt__13118__Resend 081701 Sent out to Customers.xlsx,5170,9130,11025,1369,1100,217,9,344,536,6674,0,0,0,0,288,3740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267,267
2014 年预算-上海君悦hp.xlsx,36509,79412,90206,13288,11085,2615,205,416,9533,87055,0,0,0,0,779,2167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,568,568
X-新语言包配置表.xlsx,14989,17173,31625,158,129,363,0,0,43,21124,0,0,0,0,56,10471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30
2017_HW2_EDAandGraphing - Hongchao_Pan&Yu_Sun_V1.0.xlsx,18711,31293,36140,131,100,329,1,40,51,19915,0,0,0,0,41,3919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7
newcims.xlsx,3400,5453,3630,129,84,32,1,40,68,3575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15
rainfall_data.xlsx,41601,68234,61786,94,69,1020,0,0,66,61781,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
OpenStudio_Standards.xlsx,17341,35481,38831,532,399,461,1,25,272,29041,0,0,0,0,27,9666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,99
AMAZON_COMPUTER_20210425.xlsx,12648,13249,22906,2025,1113,506,539,12382,290,5177,0,0,0,0,200,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,84
za1xx_1.xlsx,11459,13849,69487,2780,6917,2416,5,10,3228,37423,2,4,32,113,2810,30645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,840,840
zacni_0.xlsx,11451,13849,69485,2778,6916,2427,5,10,3226,37420,2,4,32,113,2810,30645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,841,841
zaloi_0_nogrants.xlsx,11450,13849,69484,2776,6915,2502,5,10,3227,37421,2,4,32,113,2810,30645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,839,839
zaloi_1_nogrants.xlsx,11450,13849,69484,2776,6915,2489,5,10,3227,37421,2,4,32,113,2810,30645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,839,839
zammo_0_nogrants.xlsx,11447,13849,69481,2772,6913,2550,5,10,3226,37419,2,4,32,113,2810,30645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,838,838
zammo_0.xlsx,11447,13849,69481,2772,6913,2525,5,10,3226,37419,2,4,32,113,2810,30645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,838,838
zammo_1_nogrants.xlsx,11447,13849,69481,2772,6913,2524,5,10,3226,37419,2,4,32,113,2810,30645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,838,838
AFOLU 2000-2017_v5.xlsx,36196,58268,66252,7571,7836,1436,226,642,6511,58063,0,0,1,2,569,4544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529,529
NKSC - 17 - new.xlsx,33708,49891,58884,4977,3948,1021,37,371,2362,55321,0,0,0,0,326,1411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1223,1223
Hedge Output.xlsx,48921,102908,57761,7580,5662,525,36,72,522,52585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5104,5104
【东吴银行】老16家上市银行不良率汇总.xlsx,16515,27638,42563,3257,3456,1212,1,35,1495,21150,38,76,0,0,1493,20768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,429,429
20204-0.xlsx,3400,4313,7830,536,535,143,15,93,164,4872,0,0,0,0,81,2386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275,275
FN-2016-2019(1).xlsx,5604,10019,11764,1344,1175,280,4,92,1081,10596,0,0,2,22,85,1040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
day 10 create data.xlsx,39997,48674,63114,2935,1765,1633,2,43,59,41491,0,0,252,1613,78,16548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1374,1374
Slot183.xlsx,7958,14241,18241,605,481,411,22,146,221,9586,0,0,0,0,207,8478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,31
pricing research.xlsx,18405,21357,24015,1805,1242,331,2,33,102,5727,0,0,0,0,721,14375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417,417
KB08_FC_1-1_nachher.xlsx,116689,119482,495194,1978,4237,16604,5,62,1487,175215,0,0,0,0,2672,319708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,73
KB08_FC_1-2_nachher.xlsx,116689,119482,495194,1978,4237,16694,5,62,1487,175215,0,0,0,0,2672,319708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,73
nm_Francis vs harmonic.xlsx,12987,25094,19574,844,633,407,11,341,580,18525,0,0,1,2,25,690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16
Korngrößenverteilung_Mesh_final_new.xlsx,16133,21695,27663,6553,5509,421,192,2286,1756,15525,0,0,0,0,1284,6505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2277,2277
07-13 vRC8.3.xlsx,16821,28328,40378,13153,13348,947,240,1710,4243,25000,0,0,0,0,1892,6455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6973,6973
Processed Data-pre.xlsx,5918,11015,14185,782,941,291,10,117,930,14067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
jonathan_mckay__16844__NYMarket0107.xlsx,15346,35859,36103,546,346,680,16,61,267,35968,0,0,0,0,7,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,56
jonathan_mckay__16845__NYMarket0108.xlsx,15339,35859,36096,544,345,638,16,61,266,35961,0,0,0,0,7,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,56
matthew_lenhart__26315__West Daily Prices1019-01.xlsx,7800,18412,14246,1929,1351,223,1,30,1001,12379,0,0,0,0,248,1736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,101
Trading_Template_V1.1.xlsx,10191,18556,16025,1187,943,541,25,717,238,14027,24,48,0,0,97,674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,559,559
chris_germany__2896__NIPSCO-CHOICE-MASTER.xlsx,8573,11326,12443,783,621,234,61,1807,425,10500,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,134
Plantilla_CFE_Calif_IG.xlsx,5805,10336,10273,181,114,225,62,1426,13,8808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,39
201225_Input_data_general_V0.xlsx,183677,366958,183653,28,14,1237,12,360,2,183293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Input_data_general.xlsx,183677,366958,183653,28,14,1230,12,360,2,183293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
经济总表.xlsx,92586,107137,236617,714,758,4086,20,116,395,153397,0,0,11,76,266,82955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,66
DATA_NEW_MODEL.xlsx,2926,4804,9482,1044,1034,391,28,509,452,4679,0,0,0,0,516,4161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,38
IUCP_MIPRO_2017.xlsx,7816,10958,16634,522,542,322,4,92,490,15606,2,77,0,0,30,755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16
Results Database 5.xlsx,581039,755573,2026274,3475,5242,42113,19,361,4243,1591068,0,0,19,380,817,289940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,144
Hbl-Plag_worked_example.xlsx,18495,22415,99708,1708,2492,2325,0,0,1057,49497,0,0,0,0,1435,50211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210419_Link Tools.xlsx,17470,24295,37565,1221,1258,653,14,66,522,19589,0,0,0,0,602,17788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,120
benjamin_rogers__1001__BR New York Ticker backup version.xlsx,4453,22029,20593,2228,1732,571,61,683,1221,19444,0,0,0,0,8,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,442,442
report1.xlsx,5786,18339,16342,218,171,451,0,0,89,16254,0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,80
Template_report.xlsx,5786,18339,16342,218,171,365,0,0,89,16254,0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,80
Rancho cullen sheet.xlsx,15614,37819,31735,5955,4309,267,115,2988,2136,25229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2058,2058
G-挂机关卡表.xlsx,14775,20067,158544,151,130,3277,0,0,98,12512,0,0,0,0,20,146020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12
Oligo Printer Layout.xlsx,25561,26051,26329,828,698,471,16,68,602,25461,0,0,0,0,48,768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32
tori_kuykendall__40083__DailyPrices.xlsx,7519,14717,12417,397,277,128,6,98,154,10508,0,0,0,0,90,1772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,27
vladi_pimenov__41079__DailyPrices.xlsx,7519,14717,12417,397,277,129,6,98,154,10508,0,0,0,0,90,1772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,27
Jan_2011.xlsx,7992,16751,14506,1319,699,480,512,1977,33,11582,0,0,0,0,48,841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,106
Socai.xlsx,9976,25821,19956,69,47,268,2,52,31,19888,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12
记录表2019-20190419.xlsx,5425,9365,9682,2209,1380,139,433,944,560,4987,2,4,0,0,66,814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319,319
HourlyData Liv Room 180805.xlsx,134115,135900,521105,3551,6144,9110,59,1357,65,2139,0,0,0,0,5546,517135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,474,474
Dashboard_M5_Price_Monthly_2018-09-17-02-09-03.xlsx,16431,17249,14609,1977,1296,458,2,44,913,11308,0,0,0,0,304,2580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,77
Dashboard_M5_Price_Monthly_2018-10-22-22-08-50.xlsx,16431,17249,14609,1977,1296,452,2,44,913,11308,0,0,0,0,304,2580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,77
Dashboard_M5_Price_Monthly_2018-10-26-20-02-11.xlsx,16431,17249,14609,1977,1296,483,2,44,913,11308,0,0,0,0,304,2580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,77
Dashboard_M5_Price_Monthly.xlsx,16431,17249,14609,1977,1296,496,2,44,913,11308,0,0,0,0,304,2580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,77
网格交易.xlsx,135223,153053,255359,59102,52019,8537,2091,6487,28063,208078,0,0,9,105,10455,29288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11401,11401
Data Prep for Aging Pop.xlsx,30935,80056,61336,3155,2169,1012,32,704,2014,51419,0,0,0,0,106,1073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17
D&D 5e Random Character Generator 9.9.1 RELEASE VERSION.xlsx,9317,19095,28164,3084,3036,875,4,18,996,12028,0,0,198,3576,1107,11535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,731,731
Master-Calculations-Global-WASH-CBA_GLOBAL_PUBLIC_VERSION5.xlsx,518662,618902,1932676,6150,14333,65317,0,0,12713,1766796,0,0,0,0,1135,158815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,485,485
Coptic-Arabic Text Alignment Results.xlsx,10875,18013,24709,940,1042,507,138,706,645,19864,0,0,0,0,229,3663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30
UnitedStates.xlsx,152610,160465,312022,3127,3402,6675,2,21,1730,158998,0,0,0,0,1491,152824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,179
Pres-2014-V 0 (TBK Ori V 3.0).xlsx,6809,11681,9983,1652,1272,174,3,24,934,8849,0,0,0,0,207,971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,128
đơn hàng.xlsx,5900,11695,10945,302,265,136,5,105,260,10840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
program.xlsx,29183,59377,66400,11197,10794,1437,93,206,3857,51679,0,0,0,0,1418,7297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5426,5426
Dashboard_M2_Annual_2018-09-17-02-09-03.xlsx,31838,50354,40451,4270,2765,1015,1,20,2549,35096,0,0,44,88,96,4141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,75
052018_Performance vs Target tracking_ENT.xlsx,8975,17762,17501,4144,3249,337,144,300,2563,16038,0,0,0,0,193,812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349,349
Batbaatar-etal_Glaciers-continental-central-Asia_Supp2_2020.xlsx,21368,29460,39321,10045,7389,988,1445,5058,688,25561,133,472,0,0,1531,4118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3592,3592
PRODUCT BUILDER 20201203 BK.xlsx,37395,244015,209179,92,65,3533,0,0,59,209173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6
Theater_Outcomes_vs_Launch.xlsx,12418,24810,16568,18,13,123,1,20,11,16540,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HTMA_3rd_Ch6-2.xlsx,198467,208049,516704,228,166,5971,2,21,40,152457,0,0,0,0,100,364054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24
collab_filter.xlsx,12787,15475,28675,264,276,396,7,97,133,12125,0,0,0,0,130,16447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6
ART-686-NonPropStructure.xlsx,12805,16373,26764,5543,4841,637,668,2443,2037,12402,0,0,0,0,1917,11079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,219
Real-Statistics-Examples-ANOVA-2.xlsx,12187,16637,21172,7228,6038,319,147,764,2080,11536,0,0,6,12,1546,6540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2259,2259
RBIForAutomation_0001_RBIndia-LR_20161001.RBI.xlsx,2936,8350,14774,3190,2802,326,83,304,1541,13072,0,0,0,0,180,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,998,998
benodigde grafieken barometer GJ en wve def data update dec 2012-WE.xlsx,4721,18151,18215,18,11,179,1,11,9,13734,0,0,0,0,1,4470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
benodigde grafieken barometer GJ en wve def data update dec 2012.xlsx,4721,18151,18215,18,11,174,1,11,9,13734,0,0,0,0,1,4470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
image-1631663008654.xlsx,21786,33449,43349,578,461,579,52,572,225,40894,0,0,0,0,53,1752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,131
image-1631663060533.xlsx,21786,33449,43349,578,461,620,52,572,225,40894,0,0,0,0,53,1752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,131
Scen_SYS_SubAnnual_Data.xlsx,119113,228215,234617,19904,19095,18009,97,346,9614,115322,0,0,0,0,9267,118832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,117
COVID-19%2BDaily%2Bdata%2B-%2BTrends%2Bin%2Bdaily%2BCOVID-19%2Bdata%2B-%2B16%2BNovember%2B2021.xlsx,5151,9965,9038,141,94,93,3,30,76,7035,0,0,0,0,2,447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13
COVID-19%2BDaily%2Bdata%2B-%2BTrends%2Bin%2Bdaily%2BCOVID-19%2Bdata%2B-%2B30%2BSeptember%2B2021.xlsx,4869,9495,8662,140,94,90,3,30,76,6706,0,0,0,0,2,447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13
DT-2020-N-B53-TT343-56.xlsx,58227,118074,119764,33248,21645,5758,7092,16949,8301,96344,0,0,0,0,194,388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6058,6058
vkaminski__40844__665 Team Project--Tracy Pan Part 3.xlsx,39090,41136,164348,4114,3247,12851,2,20,1054,47060,0,0,0,0,1177,106254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1014,1014
Dataset 1 - REWS and Turbulence Renormalisation - 01.xlsx,63606,131897,204936,111,140,3179,1,2,87,158295,0,0,0,0,40,46627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12
Winsorizing_USURTOT.xlsx,4681,5128,14031,34,39,177,0,0,11,4675,0,0,0,0,22,9350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6
Практика задание 1-11. ПИ18-2 Никитин Роман Андреевич.xlsx,30741,41420,57275,416,323,602,16,144,117,34291,4,8,15,135,96,13206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,75
Dataset 1 - RAWS and Veer - 01.xlsx,54323,100248,108705,75,90,1140,1,2,58,108580,0,0,0,0,21,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10
Dataset 1 - RAWS and Veer and Upflow - 01.xlsx,54323,100248,108705,74,90,1191,0,0,58,108580,0,0,0,0,21,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11
Dataset 1 - REWS and Veer and Upflow - 01.xlsx,54323,100248,108705,74,90,1240,0,0,58,108580,0,0,0,0,21,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11
LouisvilleMetro_Covid-19_Data_February032021.xlsx,3203,6779,5980,206,132,50,24,208,44,3660,0,0,0,0,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,56
LouisvilleMetro_Covid-19_Data_January262021.xlsx,3139,6635,5852,206,132,109,24,208,44,3580,0,0,0,0,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,56
Cleaned_data_LZH_Master_v3.xlsx,6405,12762,10641,12,8,205,3,51,5,10590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20180913_Data_Import_Tool_Logic..xlsx,353726,441235,1176164,565,938,27308,1,2,666,931321,10,20,0,0,240,244800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21
ScoreBoard Arduino Code.xlsx,9065,46177,71640,2486,2867,1791,2,8,1537,70172,0,0,0,0,16,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1312,1312
ANEXO_16A_KARU_20210331_163622.xlsx,5701,12319,13726,2246,2378,216,116,369,1737,11041,0,0,9,18,125,491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,391,391
ANEXO_16A_KARU_20210331_165156.xlsx,5701,12319,13726,2246,2378,214,116,369,1737,11041,0,0,9,18,125,491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,391,391
VIL-2014-07.xlsx,9038,13544,12151,1267,882,119,1,12,474,9613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,407,407
OECD.xlsx,4872,33948,29136,162,137,298,2,32,135,29074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
phillip_m_love__30693__TDS - Ontario 0802.xlsx,4121,16182,15792,164,129,431,3,6,98,15732,0,0,0,0,20,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8
5x3卷轴-一些猜想和实例.xlsx,4896,6723,19202,166,209,341,0,0,96,9397,0,0,0,0,89,9781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24
Apr 2021 - Cord Cutting Wizard - Public.xlsx,4320,9601,12512,173,176,207,0,0,121,10210,0,0,3,66,29,2077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23
Dec 2021 - Cord Cutting Wizard - Public.xlsx,4439,9853,12665,173,176,208,0,0,121,10363,0,0,3,66,29,2077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23
Jan 2020 - Cord Cutting Wizard - Public.xlsx,3694,8287,11021,137,155,288,0,0,113,8866,0,0,3,57,27,1968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12
RESULTADOS-OFICIALES-PRIMERA-CIRCUNSCRIPCION-SENATORIAL.xlsx,15149,38745,53473,390,335,1011,4,32,187,53237,0,0,0,0,17,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,127
Mayacalibration__2014a.xlsx,32188,56443,61012,96,74,800,0,0,41,44677,0,0,0,0,14,14250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19
VT_EUReg_IND_V1p7.xlsx,66573,113541,164998,21646,18670,5737,0,0,11779,119747,0,0,1025,2050,5319,42620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,547,547
GRE - Hubbart Elementary_Threecocalcs 0_5_2.xlsx,33881,41168,71505,13126,15748,1857,1,2,9520,53321,0,0,0,0,1846,13795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4381,4381
_BUDGET.xlsx,70072,124580,129992,31857,24026,5602,70,899,18514,108666,0,0,0,0,4455,17652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,987,987
MarksixRecord.xlsx,52354,58632,92392,47,37,1174,0,0,37,92392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VPM2018-V04AggregateSimResult(NNQue22Mar2020).xlsx,10365,22114,23881,2230,2356,411,11,58,547,15663,0,0,0,0,1105,6623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,693,693
Mass CO2e Avoidable by Marginal Cost.xlsx,74116,83112,369943,1003,2141,7318,3,29,859,148005,0,0,0,0,1270,221894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9
regular_season_final.xlsx,17343,29259,56355,18720,19662,1520,18,36,2653,30969,0,0,54,864,1125,8366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15812,15812
BC  KQKD T4.2018 BIÊN HÒA - Copy.xlsx,5976,12458,13283,1285,1026,223,0,0,728,11232,0,0,0,0,10,1763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,288
2018_02_03.xlsx,13722,19441,28713,2891,2443,700,107,322,975,20805,0,0,0,0,375,6600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,986,986
Scen_SE_IND_DemandProj.xlsx,14596,20774,17139,2601,2174,215,1,7,1170,12218,0,0,1,2,294,4163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,708,708
2015하수도통계(최종).xlsx,219575,644353,690712,47914,46351,28943,1086,2279,41140,682202,3,7,1,4,797,2879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3324,3324
【顧問】会議資料181213.xlsx,123182,320197,397731,148418,100075,14065,4,24,59660,318310,0,0,1,7,38466,77446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1944,1944
Sta Hujan Pegasing.xlsx,13098,19525,18975,15763,10555,345,962,1933,335,3781,0,0,0,0,2963,6966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6295,6295
BAT_Targets_Analysis.xlsx,164841,209965,196766,50,41,2565,0,0,40,188784,0,0,0,0,1,7982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SunlightCalculator.xlsx,4751,5120,8764,22,27,97,0,0,19,6935,0,0,0,0,6,1827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
10214-0_57pcs.xlsx,2332,3389,10370,374,341,293,0,0,75,5956,0,0,0,0,43,4191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,223
SubRes_IND_Techs.xlsx,40955,51778,82887,20564,19987,2034,19,80,1549,41990,0,0,0,0,5980,28377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12439,12439
radni.xlsx,9934,18002,24890,3458,2230,580,21,60,670,13759,24,390,1,2,1275,8245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,239
Downtime analysis Mar-2017.xlsx,17872,31007,25209,4358,3016,468,16,124,2707,24316,0,0,0,0,68,544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,225
102_个别报表_2019年度_天禾软件_V0.1.xlsx,19406,41717,42482,15093,10835,1148,517,1034,3786,28465,0,0,0,0,957,5388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5575,5575
108_个别报表_2019年度_新加坡天合_V0.1.xlsx,18038,38202,39511,14566,10466,1101,516,1032,3611,26079,0,0,0,0,948,5326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5391,5391
110_个别报表_2019年度_润港化工_V0.1.xlsx,19326,41157,43114,15044,10806,1378,515,1030,3718,28334,0,0,0,0,954,5360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5619,5619
11202_个别报表_2019年度_深圳金信_V0.1 - 合并版.xlsx,18147,38392,39744,14663,10537,1093,518,1036,3627,26196,0,0,0,0,949,5329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5443,5443
11301_个别报表_2019年度_北京金科_V0.1-合并版.xlsx,18367,39058,40551,14526,10437,1327,517,1034,3602,26747,0,0,0,0,947,5324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5371,5371
register_penjualan_juli.xlsx,11457,17862,29854,782,671,620,0,0,453,29567,0,0,0,0,33,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,185
uP_all_soft_220104.xlsx,3804,16730,13654,2851,2195,219,12,72,1524,12735,0,0,5,10,73,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,581,581
006_ServotechElectricals _COP2.xlsx,27122,43181,59088,146,126,979,20,96,65,58951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,41
FTE´s - dciembre  2018.xlsx,6016,13942,10401,720,504,112,64,619,244,9584,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,194
2019-05-09-1029_dryopteris_goldiana.xlsx,9570,17178,39600,70,120,696,0,0,95,31350,0,0,0,0,25,8250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-05-10-1102_empty_racir.xlsx,9570,17178,39600,70,120,732,0,0,95,31350,0,0,0,0,25,8250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-05-11-0752_drimys_winteri.xlsx,9570,17178,39600,70,120,721,0,0,95,31350,0,0,0,0,25,8250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
