fileName,Max Dep Ref,GraphBuildTime,TACOLookupSize,TACOLookupTime,TACOPostProcessedLookupSize,TACOPostProcessedLookupTime
1. Excel Homework.xlsx,Sheet1:E4030,1420,2,7,1,8
2019-05-23-0936_empty_racir.xlsx,Measurements:E13,1188,20,1,5,2
NIRISS_SIAF.xlsx,Calc:AE3,439,23,1,6,1
工作簿1-20181122170204822.xlsx,不良明细:CBJ5,567,1,0,1,0
W22704-181.xlsx,Sheet1:E2,824,4,0,4,0
VIL-2015-03.xlsx,MAR 5:Q10,186,9,1,9,1
model_OLD_13Feb.xlsx,Flows:E5,5281,77,4,50,4
OBC8_4_16.xlsx,Data:I1233,7577,5,0,5,0
Fact2Sheet_Corona_20200607.xlsx,LastWeek:AD158,1274,151,7,86,7
CogsleyServices-SalesData-Start.xlsx,Sales:G3861,504,2,0,2,0
MM1-0832H-6588.xlsx,P1dB Pt:S12,364,2,0,2,0
RFID项圈产品编号(2021.10.28).xlsx,2021.9:M9652,61,1,0,1,0
LB_transaction_level_compare_01012019_04052020.xlsx,cost amt EDL incr:C13,527,4,0,4,0
工作簿1-20181122134456072.xlsx,不良明细:CBJ5,487,1,0,1,0
Excel-Challenge Homework.xlsx,Sheet1:E539,223,2,0,1,0
kevin_ruscitti__20327__NGPL_StorageE_Test.xlsx,Phys Test:F15,661,6479,63,6478,78
FRPP_GLC_-_United_StatesSep292020.xlsx,GeoLocation_UnitedStates:D37421,1376,1,0,1,0
met25_dlaw_tflr_hires_run3.xlsx,cloudy con:H3959,67,1,0,1,0
creazione dati clips.xlsx,turismresort:C1,477,3,0,2,0
Kickstarter_Challenge_Final.xlsx,Outcomes Based on Goals:B3,175,4,0,1,0
test_hip_1_irreg-model_hip_1_irreg.xlsx,hip_1_irreg_debug:E8154,301,2,0,2,0
PragyaShakya_StarterBook.xlsx,Bonus(Backers):B1599,234,1,0,1,0
NGCC_CCS.xlsx,NGCC_with_price.csv:AX714,17912,0,0,0,0
Du Lieu.xlsx,data_202007:E96800,1182,1,0,1,0
stitch.xlsx,YOGASMOGA - Product Sku Export :BF939,3325,1,1,1,1
mapperComparisonData2.xlsx,Sheet3:K262,1562,26,1,26,1
Starter_YK.xlsx,backers:A956891,209,4,0,4,0
Sen_Election_Data_2014.xlsx,State:N32,2273,59,1,58,1
Homework - week 1.xlsx,Bonus Worksheet - backers:B446,343,3,0,1,0
kc1prdb01.xlsx,DISKBUSY:BA400,370,4,0,3,0
hybrids_05.xlsx,vw:C45,1297,1,0,1,0
غمراسن.xlsx,المشاريع:A3,470,1,0,1,0
SAM-0.2 OR10x100-0.25_10 dataset analysis.xlsx,State026:B44,951,6,0,1,0
وذرف.xlsx,المشاريع:B3,1310,1,0,1,0
euler第686题.xlsx,Sheet1:D9,425,9,0,2,0
jane_tholt__13056__June 12 Without SOH Upgrade And No EOC Advantage.xlsx,Assign To West Contracts:CI10,610,84,2,77,2
StatistiquesDescriptives-Exo_2_1.xlsx,Calculs:B10014,847,30,1,30,1
SAM-0.1 OR10x100-0.75_5 dataset analysis.xlsx,State026:B44,834,6,0,1,0
VIL-2018-03.xlsx,MAR 5:S29,158,8,0,8,0
Xing -5.25.xlsx,Sheet2:G128,205,5,0,4,0
aws-messages-uc-001.xlsx,aws-messages-uc-001:E2,1838,3,0,2,0
Jail-Data-Spreadsheet-201905-May-2019.xlsx,Sheet1:K1189,144,1,0,1,0
Zone Entries - Ottawa Senators 2013-2014.xlsx,Senators Team Stats:S92,249,1,0,1,0
nm_Francis vs harmonic.xlsx,nm T1.8 flota:AO4,543,16,0,14,0
地方政府债券整理-hs.xlsx,Sheet2:A331,950,1,0,1,0
completed Analysis.xlsx,Descriptive staistics:C5,291,1,0,1,0
MUS_CPM_results.xlsx,MUS_CPM_results:E10108,921,4,0,1,0
Kraken_BTCEUR_1h.xlsx,Sheet1:B2,430,3,0,2,0
MAP-原物料資料庫.xlsx,繩線類:N18,198,3,0,3,0
200729_EngineStudsTighteningTorqueR10.xlsx,Monocoque:D88,271,89,1,81,1
cw_updated_rgn_id.xlsx,cw_updated_rgn_id:C253,711,3,1,1,1
Day2.xlsx,P1:X2,484,33,0,6,0
SAM-0.01 OR5x100-0.25_4 dataset analysis.xlsx,State026:B66,822,6,0,1,0
DB1.xlsx,Sheet4:F466,594,40,0,38,0
FlightData.xlsx,testflight1:E5268,355,2,0,1,0
UNIT1EXCEL_ELM.xlsx,Bonus Sheet:E12,343,5,0,3,0
steam_trend_data.xlsx,steam:Q25356,1320,2,0,1,0
REMISIONES  CENTRAL   AÑO   2 0 1 4.xlsx,CLIENTES CENTRAL :O2,1075,220,2,220,3
Datos.xlsx,Movimientos:F596,119,2,0,1,0
Maldives_Chagos_GBR_Fish_Graham.xlsx,Chagos:D27245,1319,1,0,1,0
Store-Sales-if-nestedif-vlookup-hlookup.xlsx,Store Sales:V9,887,1,0,1,0
MR_2016Q4_Exam.xlsx,Sheet1:E2510,514,2,0,2,0
30-4.xlsx,Load-Displacement:D25214,444,11,0,4,0
JDS 02-Homework_01-Excel_Instructions_StarterBook.xlsx,StatusByCategory:A3,358,2,0,2,0
KickstarterStats.xlsx,Outcomes Based on Goal:D2,435,4,0,1,0
BC  KQKD T4.2018 BIÊN HÒA - Copy.xlsx,BKE:F42,337,10,0,10,0
Surf_overlay_diag_E.xlsx,ZIKV:E1046472,590,1,0,1,0
crime_v3.xlsx,crime_v3:C81,3405,1,0,1,0
PV Angebots Tool.xlsx,PV-Angebot:A2,1545,5,0,5,0
VIL-2015-12.xlsx,DEC 8:Q34,152,9,0,9,0
Raw data-200211_Cushman_Fry_newobjecttest-Trial    33.xlsx,Track-Arena 2-Subject 1:S12749,8396,8,0,8,0
Jan_2011.xlsx,Formatted Data:D2700,447,62,1,45,1
Kickstart_Challenge.xlsx.xlsx,Kickstarter:J1876,165,2,0,2,0
Solution_36.xlsx,Лист2:G50849,9160,6,0,2,0
Final result.xlsx,County_r_clean_nn_pred (5):Y685,262,5,0,3,0
Question 5.xlsx,Pre-Trade Single Stock:AJ25,5742,0,0,0,0
AP-Spring2018 (For Students).xlsx,Final Project:J1,2053,3,0,3,0
2020年电商任务计算(12.12Y).xlsx,电商--精准营销:Z82,507,25,0,25,0
2019-04-09-eval-matched-gtid.xlsx,gtid-fj:G345,584,6,0,6,0
工作簿1 - 副本-20181123094654796.xlsx,不良明细:CBJ5,393,1,0,1,0
Hedge Output.xlsx,Transaction Day mapping:A3,821,71,1,71,1
GL_Driver_Safety_Report_ferguson_20211019_085100.xlsx,Report:C6,122,1,0,1,0
1819BTL.r.xlsx,0.0#8.15#8.2025-14#2.5841184954:B2129,1799,11,0,11,0
or_embeddings_comparison_resolved.xlsx,Sheet2:D11,515,5,0,5,0
SWMP_Plankton_2020_SrayPRIMERXFORM_042621v2.xlsx,RawData_Jan-Dec_2020:K86,421,3,0,2,0
dSWI4_one_strain_ANOVA_done-by-hand-in-Excel_20181205.xlsx,dSWI4_ANOVA:J963,1753,6,0,4,0
11202_个别报表_2019年度_深圳金信_V0.1 - 合并版.xlsx,未审报表分析:D31,2458,23,0,22,0
shoe_data.xlsx,Al Bundy:C14970,501,2,0,2,0
出行属性.xlsx,Sheet1:M66068,2081,1,0,1,0
KickStarter Data Analysis.xlsx,Data:N2930,237,2,0,1,0
