fileName,Max Dep Ref,GraphBuildTime,TACOLookupSize,TACOLookupTime,TACOPostProcessedLookupSize,TACOPostProcessedLookupTime
1. Excel Homework.xlsx,Sheet1:E4030,1201,2,8,1,9
2019-05-23-0936_empty_racir.xlsx,Measurements:E13,1070,20,2,5,2
NIRISS_SIAF.xlsx,Calc:AE3,675,23,1,6,1
工作簿1-20181122170204822.xlsx,不良明细:CBJ5,565,1,1,1,1
W22704-181.xlsx,Sheet1:E2,779,4,0,4,0
tri-approx.xlsx,data:F4,2987,3,0,2,0
Kickstarter Campaigns.xlsx,Bonus 1:B3,407,4,0,1,0
VIL-2015-03.xlsx,MAR 5:Q10,184,9,1,9,1
model_OLD_13Feb.xlsx,Flows:E5,4732,77,4,50,4
OBC8_4_16.xlsx,Data:I1233,8065,5,0,5,0
Fact2Sheet_Corona_20200607.xlsx,LastWeek:AD158,1133,151,7,86,8
CogsleyServices-SalesData-Start.xlsx,Sales:G3861,575,2,0,2,0
Homework 1 SFM.xlsx,Bonus:D5,306,4,0,1,0
MM1-0832H-6588.xlsx,P1dB Pt:S12,386,2,0,2,0
RFID项圈产品编号(2021.10.28).xlsx,2021.9:M9652,66,1,0,1,0
LB_transaction_level_compare_01012019_04052020.xlsx,cost amt EDL incr:C13,581,4,0,4,0
工作簿1-20181122112139234.xlsx,不良明细:CBJ5,541,1,0,1,0
工作簿1-20181122134456072.xlsx,不良明细:CBJ5,435,1,0,1,0
TBRPM_Assignment_Review.xlsx,Subarea_Links:G2,574,1,0,1,0
SAM-0.2 OR10x100-0.50_10 dataset analysis.xlsx,State026:B44,951,6,0,1,0
Excel-Challenge Homework.xlsx,Sheet1:E539,237,2,0,1,0
kevin_ruscitti__20327__NGPL_StorageE_Test.xlsx,Phys Test:F15,592,6479,74,6478,93
FRPP_GLC_-_United_StatesSep292020.xlsx,GeoLocation_UnitedStates:D37421,1422,1,0,1,0
met25_dlaw_tflr_hires_run3.xlsx,cloudy con:H3959,74,1,0,1,0
creazione dati clips.xlsx,turismresort:C1,434,3,1,2,1
Kickstarter_Challenge_Final.xlsx,Outcomes Based on Goals:B3,174,4,0,1,0
test_hip_1_irreg-model_hip_1_irreg.xlsx,hip_1_irreg_debug:E8154,331,2,0,2,0
2019-05-16-0822_pinus_cembra.xlsx,Measurements:E13,791,20,0,5,1
PragyaShakya_StarterBook.xlsx,Bonus(Backers):B1599,236,1,0,1,0
NGCC_CCS.xlsx,NGCC_with_price.csv:AX714,17305,0,0,0,0
Du Lieu.xlsx,data_202007:E96800,1235,1,0,1,1
stitch.xlsx,YOGASMOGA - Product Sku Export :BF939,3259,1,0,1,0
mapperComparisonData2.xlsx,Sheet3:K262,1287,26,1,26,1
Starter_YK.xlsx,backers:A956891,233,4,0,4,0
Sen_Election_Data_2014.xlsx,State:N32,2121,59,1,58,1
Homework - week 1.xlsx,Bonus Worksheet - backers:B446,223,3,0,1,0
Delay-CI-Rawdata.xlsx,Sheet1:B28,103,1,0,1,0
SAM-0.2 OR30x100-0.50_7 dataset analysis.xlsx,State026:B88,898,6,0,1,0
kc1prdb01.xlsx,DISKBUSY:BA400,292,4,0,3,0
hybrids_05.xlsx,vw:C45,1175,1,0,1,1
10214-0_57pcs.xlsx,Calcu:T7,260,45,0,42,0
clientOutput_001.xlsx,clientOutput:B2,177,5,0,2,0
غمراسن.xlsx,المشاريع:A3,358,1,0,1,0
工作簿1-20181122164849850.xlsx,不良明细:CBJ5,512,1,0,1,0
工作簿1 - 副本-20181123094654802.xlsx,不良明细:CBJ5,564,1,0,1,1
SAM-0.2 OR10x100-0.25_10 dataset analysis.xlsx,State026:B44,906,6,0,1,0
وذرف.xlsx,المشاريع:B3,1182,1,0,1,0
euler第686题.xlsx,Sheet1:D9,432,9,1,2,1
jane_tholt__13056__June 12 Without SOH Upgrade And No EOC Advantage.xlsx,Assign To West Contracts:CI10,567,84,2,77,2
StatistiquesDescriptives-Exo_2_1.xlsx,Calculs:B10014,793,30,0,30,0
SAM-0.1 OR10x100-0.75_5 dataset analysis.xlsx,State026:B44,948,6,0,1,0
VIL-2018-03.xlsx,MAR 5:S29,196,8,0,8,0
Xing -5.25.xlsx,Sheet2:G128,143,5,0,4,0
aws-messages-uc-001.xlsx,aws-messages-uc-001:E2,1900,3,0,2,1
Jail-Data-Spreadsheet-201905-May-2019.xlsx,Sheet1:K1189,145,1,0,1,0
homework 1 kickstarter chart.xlsx,data:E300,362,2,0,1,0
Zone Entries - Ottawa Senators 2013-2014.xlsx,Senators Team Stats:S92,241,1,0,1,0
nm_Francis vs harmonic.xlsx,nm T1.8 flota:AO4,589,16,0,14,0
Backup of ZSJ_pocet_obyv-number-code.xlsx,zsj:E22620,141,1,0,1,0
地方政府债券整理-hs.xlsx,Sheet2:A331,876,1,0,1,0
completed Analysis.xlsx,Descriptive staistics:C5,128,1,0,1,0
2019-06-17-1007_empty_racir.xlsx,Measurements:E13,843,20,0,5,0
MISO_load_2009-2013_to_Luke.xlsx,2009-2013:A19762,2350,4,0,1,0
SchedulamaticAugA.xlsx,Classes:E101,89,6,0,2,0
MUS_CPM_results.xlsx,MUS_CPM_results:E10108,964,4,0,1,0
Kraken_BTCEUR_1h.xlsx,Sheet1:B2,319,3,0,2,0
Weather (10h training).xlsx,Weather2:I1310,327,6,0,4,0
MAP-原物料資料庫.xlsx,繩線類:N18,204,3,0,3,0
excel-challenge.xlsx,Original:E3567,229,2,0,1,0
CONTRATACIONES_PUBLICADAS_POR_PROVEEDOR_2020_07_26.xlsx,Datos:A2032,3218,1,0,1,0
200729_EngineStudsTighteningTorqueR10.xlsx,Monocoque:D88,252,89,2,81,2
cw_updated_rgn_id.xlsx,cw_updated_rgn_id:C253,501,3,0,1,0
Day2.xlsx,P1:X2,496,33,0,6,0
SAM-0.01 OR5x100-0.25_4 dataset analysis.xlsx,State026:B66,908,6,0,1,0
GSE142114_NGS_Hammerhead_Length_Filtered.xlsx,24-3 raw data:C2,1136,11,0,7,0
DB1.xlsx,Sheet4:F466,495,40,0,38,0
FlightData.xlsx,testflight1:E5268,257,2,0,1,0
UNIT1EXCEL_ELM.xlsx,Bonus Sheet:E12,261,5,0,3,0
steam_trend_data.xlsx,steam:Q25356,1437,2,0,1,0
REMISIONES  CENTRAL   AÑO   2 0 1 4.xlsx,CLIENTES CENTRAL :O2,1068,220,3,220,4
Datos.xlsx,Movimientos:F596,152,2,0,1,0
Maldives_Chagos_GBR_Fish_Graham.xlsx,Chagos:D27245,1365,1,0,1,1
Store-Sales-if-nestedif-vlookup-hlookup.xlsx,Store Sales:V9,866,1,0,1,0
MR_2016Q4_Exam.xlsx,Sheet1:E2510,592,2,0,2,0
30-4.xlsx,Load-Displacement:D25214,356,11,0,4,0
JDS 02-Homework_01-Excel_Instructions_StarterBook.xlsx,StatusByCategory:A3,362,2,0,2,0
KickstarterStats.xlsx,Outcomes Based on Goal:D2,450,4,1,1,1
BC  KQKD T4.2018 BIÊN HÒA - Copy.xlsx,BKE:F42,311,10,1,10,1
Surf_overlay_diag_E.xlsx,ZIKV:E1046472,396,1,0,1,0
ours_genes.fpkm_tracking_all.xlsx,genes.fpkm_tracking_all.txt:M22325,376,2,0,2,0
crime_v3.xlsx,crime_v3:C81,3457,1,0,1,0
StarterBook_jjree.xlsx,BONUS1:E7,346,3,0,1,0
PV Angebots Tool.xlsx,PV-Angebot:A2,1609,5,0,5,0
VIL-2015-12.xlsx,DEC 8:Q34,161,9,0,9,0
Raw data-200211_Cushman_Fry_newobjecttest-Trial    33.xlsx,Track-Arena 2-Subject 1:S12749,8365,8,0,8,0
Jan_2011.xlsx,Formatted Data:D2700,486,62,1,45,1
Kickstart_Challenge.xlsx.xlsx,Kickstarter:J1876,176,2,0,2,0
Solution_36.xlsx,Лист2:G50849,9698,6,0,2,0
Final result.xlsx,County_r_clean_nn_pred (5):Y685,200,5,0,3,0
Question 5.xlsx,Pre-Trade Single Stock:AJ25,5870,0,0,0,0
AP-Spring2018 (For Students).xlsx,Final Project:J1,2024,3,0,3,0
2020年电商任务计算(12.12Y).xlsx,电商--精准营销:Z82,535,25,0,25,0
2019-04-09-eval-matched-gtid.xlsx,gtid-fj:G345,542,6,0,6,0
resultsTesting10multi.xlsx,resultsTesting2504:H855,104,2,0,2,0
工作簿1 - 副本-20181123094654796.xlsx,不良明细:CBJ5,406,1,0,1,0
Hedge Output.xlsx,Transaction Day mapping:A3,791,71,0,71,0
GL_Driver_Safety_Report_ferguson_20211019_085100.xlsx,Report:C6,127,1,0,1,0
1819BTL.r.xlsx,0.0#8.15#8.2025-14#2.5841184954:B2129,1582,11,1,11,1
CL4.xlsx,Sheet30:B35,369,7,0,6,0
or_embeddings_comparison_resolved.xlsx,Sheet2:D11,488,5,0,5,0
SWMP_Plankton_2020_SrayPRIMERXFORM_042621v2.xlsx,RawData_Jan-Dec_2020:K86,363,3,0,2,0
dSWI4_one_strain_ANOVA_done-by-hand-in-Excel_20181205.xlsx,dSWI4_ANOVA:J963,1848,6,0,4,0
工作簿1 - 副本-20181123112010151.xlsx,不良明细:CBJ5,476,1,0,1,0
11202_个别报表_2019年度_深圳金信_V0.1 - 合并版.xlsx,未审报表分析:D31,2517,23,0,22,0
shoe_data.xlsx,Al Bundy:C14970,542,2,1,2,1
出行属性.xlsx,Sheet1:M66068,2077,1,0,1,0
KickStarter Data Analysis.xlsx,Data:N2930,236,2,0,1,0
US Presidential Results & PVIs by State 1828-2012 (1).xlsx,Overall US Pres Results & PVIs:JJ12,1072,3,0,3,0
SAM-0.1 OR10x100-0.50_6 dataset analysis.xlsx,State026:B44,907,6,0,1,0
allTweets.xlsx,all:A17295,615,2,0,1,0
Hypotheekrente.xlsx,Lineair:C114,505,14,0,14,0
jane_tholt__13053__June 12 Proposal Without J4JB in Mcfd.xlsx,Assign To West Contracts:CI10,561,84,1,77,1
test_信号0729_vega敞口2_iv_vega正敞口三分之一_负vega3倍_gamma3倍_65_7天不开.xlsx,PnL:G3,310,2,0,1,0
benodigde grafieken barometer GJ en wve def data update dec 2012.xlsx,uitacces:A2,177,1,0,1,0
ZSJ_pocet_obyv-number-code.xlsx,zsj:E22620,198,1,0,1,0
Project Data.xlsx,Outcome Based on Goal:C10,249,4,0,1,0
DatenFormatiert.xlsx,Tabelle1:B5708,86,1,0,1,0
Accidents.xlsx,Data:AF17,278,0,0,0,0
2020_IRGEI_03ANT_lite.xlsx,Fuentes puntuales:D1,12906,2,0,1,0
Test Runs.xlsx,Test 6:L8,291,1,0,1,0
el staff coll.xlsx,APRIL2015 TO JAN2016 (4):Q8060,4009,849,15,615,15
DMD_PRJ.xlsx,IND:D4,5430,813,15,813,16
Sample1.xlsx,Tabelle1:A773,1609,1,0,1,1
tasa-de-homicidios.xlsx,Vinculacion_Geografico:G32,170,1,0,1,0
Revidly_Analytics ( A.M.Srivatsan ).xlsx,Analytics11:C1097,2422,9,0,4,0
common.xlsx,Traditional:A1548,254,2,0,2,0
OECD.xlsx,AUT:R211,378,2,0,1,0
SolvedStarterBook.xlsx,Bonus:C12,296,4,1,1,1
ventasCocaCola_matrícula_solucion.xlsx,Datos:T1978,2159,4,0,1,0
FN-2016-2019(1).xlsx,2019:AB17,443,12,1,1,1
MLX90640 example data.xlsx,To calculation:B4,153,64,1,64,1
منزل النور.xlsx,المشاريع:A3,1150,1,0,1,0
Stull-SkewT04-logP-modifyTheta_e compare to Bolton.xlsx,Sheet1:J1,1220,3,0,2,0
SAM-0.1 OR30x100-0.50_8 dataset analysis.xlsx,State026:B88,973,6,0,1,0
GPSC_macro_size_2017.11.16new.xlsx,Polychaeta:M205,115,2,1,1,1
accum-temperature.xlsx,Лист1:B2885,3210,2,1,2,1
Scripps_150_JR_2013-01-25.xlsx,Assay Definition:A758,268,2,0,1,0
11301_个别报表_2019年度_北京金科_V0.1-合并版.xlsx,未审报表分析:D32,2524,23,1,22,1
StarterBook_Homework_SMP.xlsx,New Sheet & Bonus:B9,269,6,0,4,0
Resultats Primaire T1 95pct.xlsx,RESULTATS BVP:U3441,286,11,0,4,0
工作簿1-20181123094550369.xlsx,不良明细:CBJ5,528,1,1,1,1
GEW.2012.JML.xlsx,E2 ISR raw data:C10931,806,1,0,1,0
gaslines_model_public.xlsx,Transect:A9,16992,263,4,13,4
edevlet-mezarlik-verileri.xlsx,Toplam:B73,291,1,0,1,0
Tio Cash Master 1400 Find Ratio of Star-fam.xlsx,1405 fam19 ratio:C5,1798,11,0,11,0
Dataset 1 - RAWS and Veer - 01.xlsx,Levels:C2,1468,30,1,29,1
