fileName,Longest Dep Ref,GraphBuildTime,TACOLookupSize,TACOLookupTime,TACOPostProcessedLookupSize,TACOPostProcessedLookupTime
1. Excel Homework.xlsx,Sheet1:J3248,1286,1,9,1,9
2019-05-23-0936_empty_racir.xlsx,Measurements:C11,1167,17,2,6,2
NIRISS_SIAF.xlsx,DDC:C20,726,6,1,2,1
工作簿1-20181122170204822.xlsx,不良明细:CEA5,455,1,0,1,0
W22704-181.xlsx,Sheet1:D2,949,4,1,4,1
tri-approx.xlsx,data:F4,3034,3,1,2,1
Kickstarter Campaigns.xlsx,Bonus 1:D5,359,4,1,1,1
VIL-2015-03.xlsx,MAR 5:Q20,191,8,1,8,1
model_OLD_13Feb.xlsx,X.b:G59,5418,418,22,415,24
OBC8_4_16.xlsx,Data:J18035,7658,5,0,5,0
Fact2Sheet_Corona_20200607.xlsx,ComparisonInf:F2,1107,1,0,1,1
CogsleyServices-SalesData-Start.xlsx,Sales:G1492,508,2,1,2,1
Homework 1 SFM.xlsx,Bonus:D4,228,4,0,1,0
MM1-0832H-6588.xlsx,IP3:C150,300,3,0,3,0
RFID项圈产品编号(2021.10.28).xlsx,2021.9:M9747,69,1,0,1,0
LB_transaction_level_compare_01012019_04052020.xlsx,cost amt EDL incr:C40,574,4,0,4,0
工作簿1-20181122112139234.xlsx,不良明细:CEA5,408,1,0,1,0
工作簿1-20181122134456072.xlsx,不良明细:CEA5,407,1,0,1,0
TBRPM_Assignment_Review.xlsx,Subarea_Links:H5,522,1,0,1,0
SAM-0.2 OR10x100-0.50_10 dataset analysis.xlsx,State026:G38,901,6,1,1,1
Excel-Challenge Homework.xlsx,Sheet1:E81,225,2,0,1,0
kevin_ruscitti__20327__NGPL_StorageE_Test.xlsx,Phys Test:F15,582,6479,62,6478,75
FRPP_GLC_-_United_StatesSep292020.xlsx,GeoLocation_UnitedStates:D30694,1390,1,0,1,0
met25_dlaw_tflr_hires_run3.xlsx,cloudy con:H5149,72,1,0,1,0
creazione dati clips.xlsx,turismresort:M19,484,11,0,2,0
Kickstarter_Challenge_Final.xlsx,Outcomes Based on Goals:C2,167,4,0,1,0
